Index,Start Time (s),End Time (s),Device,Input Type
637,60.8513858318,60.9308476448,cpu,image
638,60.9308476448,60.9943628311,cpu,image
639,60.9943628311,61.073559761,cpu,image
640,61.073559761,61.1540265083,cpu,image
641,61.1540265083,61.262557745,cpu,image
642,61.262557745,61.3499126434,cpu,image
643,61.3499126434,61.406378746,cpu,image
644,61.406378746,61.4856564999,cpu,image
645,61.4856564999,61.5654044151,cpu,image
646,61.5654044151,61.6454565525,cpu,image
647,61.6454565525,61.7243988514,cpu,image
648,61.7243988514,61.7882199287,cpu,image
649,61.7882199287,61.8670387268,cpu,image
650,61.8670387268,61.9461321831,cpu,image
651,61.9461321831,62.0109429359,cpu,image
652,62.0109429359,62.0882608891,cpu,image
653,62.0882608891,62.157459259,cpu,image
654,62.157459259,62.2312533855,cpu,image
655,62.2312533855,62.310167551,cpu,image
656,62.310167551,62.3737332821,cpu,image
657,62.3737332821,62.4533383846,cpu,image
658,62.4533383846,62.5188121796,cpu,image
659,62.5188121796,62.597132206,cpu,image
660,62.597132206,62.6630764008,cpu,image
661,62.6630764008,62.7445578575,cpu,image
662,62.7445578575,62.8168110847,cpu,image
663,62.8168110847,62.8812763691,cpu,image
664,62.8812763691,62.9545192719,cpu,image
665,62.9545192719,63.0224335194,cpu,image
666,63.0224335194,63.0860924721,cpu,image
667,63.0860924721,63.166418314,cpu,image
668,63.166418314,63.2302060127,cpu,image
669,63.2302060127,63.3094367981,cpu,image
670,63.3094367981,63.3734381199,cpu,image
671,63.3734381199,63.4692382812,cpu,image
672,63.4692382812,63.533039093,cpu,image
673,63.533039093,63.5965907574,cpu,image
674,63.5965907574,63.6795051098,cpu,image
675,63.6795051098,63.7393977642,cpu,image
676,63.7393977642,63.8359873295,cpu,image
677,63.8359873295,63.9158849716,cpu,image
678,63.9158849716,63.9821052551,cpu,image
679,63.9821052551,64.0595526695,cpu,image
680,64.0595526695,64.1232106686,cpu,image
681,64.1232106686,64.1955783367,cpu,image
682,64.2029445171,64.2666769028,cpu,image
683,64.2666769028,64.3461711407,cpu,image
684,64.3461711407,64.4099595547,cpu,image
685,64.4099595547,64.4898612499,cpu,image
686,64.4898612499,64.5551347733,cpu,image
687,64.5551347733,64.632392168,cpu,image
688,64.632392168,64.6955897808,cpu,image
689,64.6955897808,64.7749080658,cpu,image
690,64.7749080658,64.8478486538,cpu,image
691,64.8478486538,64.9172461033,cpu,image
692,64.9172461033,64.9830145836,cpu,image
693,64.9830145836,65.0668575764,cpu,image
694,65.0668575764,65.1401360035,cpu,image
695,65.1401360035,65.224203825,cpu,image
696,65.224203825,65.2991919518,cpu,image
697,65.2991919518,65.363001585,cpu,image
698,65.363001585,65.4419367313,cpu,image
699,65.4419367313,65.505115509,cpu,image
700,65.505115509,65.5691049099,cpu,image
701,65.5691049099,65.647721529,cpu,image
702,65.647721529,65.7112803459,cpu,image
703,65.7112803459,65.7972452641,cpu,image
704,65.7972452641,65.8696444035,cpu,image
705,65.8696444035,65.9330837727,cpu,image
706,65.9330837727,66.0123114586,cpu,image
707,66.0123114586,66.0799818039,cpu,image
708,66.0799818039,66.1551289558,cpu,image
709,66.1551289558,66.2179331779,cpu,image
710,66.2179331779,66.2975728512,cpu,image
711,66.2975728512,66.3620209694,cpu,image
712,66.3620209694,66.4398272038,cpu,image
713,66.4398272038,66.5049397945,cpu,image
714,66.5049397945,66.5820038319,cpu,image
715,66.5820038319,66.6451318264,cpu,image
716,66.6451318264,66.7225897312,cpu,image
717,66.7225897312,66.7904679775,cpu,image
718,66.7904679775,66.8674347401,cpu,image
719,66.8674347401,66.9304842949,cpu,image
720,66.9304842949,67.0094947815,cpu,image
721,67.0094947815,67.0724520683,cpu,image
722,67.0724520683,67.1580181122,cpu,image
723,67.1580181122,67.214266777,cpu,image
724,67.214266777,67.2937378883,cpu,image
725,67.2937378883,67.3592319489,cpu,image
726,67.3592319489,67.4408125877,cpu,image
727,67.4408125877,67.5002112389,cpu,image
728,67.5002112389,67.5799300671,cpu,image
729,67.5799300671,67.644015789,cpu,image
730,67.644015789,67.7229793072,cpu,image
731,67.7229793072,67.7873454094,cpu,image
732,67.7873454094,67.8670094013,cpu,image
733,67.8670094013,67.9397137165,cpu,image
734,67.9397137165,68.0104835033,cpu,image
735,68.0104835033,68.0897173882,cpu,image
736,68.0897173882,68.1687209606,cpu,image
737,68.1687209606,68.2319242954,cpu,image
738,68.2319242954,68.3117821217,cpu,image
739,68.3117821217,68.3749215603,cpu,image
740,68.3749215603,68.4388763905,cpu,image
741,68.4388763905,68.5205295086,cpu,image
742,68.5205295086,68.5994434357,cpu,image
743,68.5994434357,68.662815094,cpu,image
744,68.662815094,68.7419426441,cpu,image
745,68.7419426441,68.8056135178,cpu,image
746,68.8056135178,68.8851928711,cpu,image
747,68.8851928711,68.9490644932,cpu,image
748,68.9490644932,69.0282430649,cpu,image
749,69.0282430649,69.1076591015,cpu,image
750,69.1076591015,69.1711165905,cpu,image
751,69.1711165905,69.2500655651,cpu,image
752,69.2500655651,69.3137247562,cpu,image
753,69.3137247562,69.3771915436,cpu,image
754,69.3771915436,69.4566786289,cpu,image
755,69.4566786289,69.5196778774,cpu,image
756,69.5196778774,69.5994224548,cpu,image
757,69.5994224548,69.6622428894,cpu,image
758,69.6622428894,69.7416841984,cpu,image
759,69.7454414368,69.8135037422,cpu,image
760,69.8135037422,69.885522604,cpu,image
761,69.885522604,69.9502191544,cpu,image
762,69.9502191544,70.0264630318,cpu,image
763,70.0264630318,70.0899543762,cpu,image
