Frame Index,Inference Time (s),Device,Input Type
318,0.0,tpu,image
319,0.0,tpu,image
320,0.0,tpu,image
321,0.0099732876,tpu,image
322,0.0,tpu,image
323,0.0043194294,tpu,image
324,0.0,tpu,image
325,0.0,tpu,image
326,0.0056505203,tpu,image
327,0.0,tpu,image
328,0.0,tpu,image
329,0.0057446957,tpu,image
330,0.0,tpu,image
331,0.0046575069,tpu,image
332,0.001534462,tpu,image
333,0.0021324158,tpu,image
334,0.0017352104,tpu,image
335,0.0020010471,tpu,image
336,0.0009374619,tpu,image
337,0.0026447773,tpu,image
338,0.0019094944,tpu,image
339,0.0010025501,tpu,image
340,0.0019991398,tpu,image
341,0.001086235,tpu,image
342,0.0019979477,tpu,image
343,0.0024812222,tpu,image
344,0.0018789768,tpu,image
345,0.0017282963,tpu,image
346,0.0019943714,tpu,image
347,0.0016388893,tpu,image
348,0.002030611,tpu,image
349,0.0019991398,tpu,image
350,0.0,tpu,image
351,0.0,tpu,image
352,0.0051245689,tpu,image
353,0.0,tpu,image
354,0.0,tpu,image
355,0.0,tpu,image
356,0.0,tpu,image
357,0.0099425316,tpu,image
358,0.001116991,tpu,image
359,0.0,tpu,image
360,0.0,tpu,image
361,0.0,tpu,image
362,0.0,tpu,image
363,0.0106058121,tpu,image
364,0.0020837784,tpu,image
365,0.0,tpu,image
366,0.0039429665,tpu,image
367,0.0,tpu,image
368,0.0025382042,tpu,image
369,0.0,tpu,image
370,0.0,tpu,image
371,0.0,tpu,image
372,0.0096299648,tpu,image
373,0.0,tpu,image
374,0.0026755333,tpu,image
375,0.0,tpu,image
376,0.0,tpu,image
377,0.0073661804,tpu,image
378,0.0,tpu,image
379,0.0,tpu,image
380,0.0060276985,tpu,image
381,0.0,tpu,image
382,0.0028114319,tpu,image
383,0.0,tpu,image
384,0.0,tpu,image
385,0.0046334267,tpu,image
386,0.0,tpu,image
387,0.0051627159,tpu,image
388,0.0,tpu,image
389,0.0042140484,tpu,image
390,0.0,tpu,image
391,0.0,tpu,image
392,0.0055437088,tpu,image
393,0.0,tpu,image
394,0.0,tpu,image
395,0.0,tpu,image
396,0.0,tpu,image
397,0.0100724697,tpu,image
398,0.0,tpu,image
399,0.0,tpu,image
400,0.0,tpu,image
401,0.0092959404,tpu,image
402,0.0020139217,tpu,image
403,0.0020542145,tpu,image
404,0.0,tpu,image
405,0.0043532848,tpu,image
