Index,Start Time (s),End Time (s),Device,Input Type
295,18.7744865417,18.7776834965,tpu,image
296,18.7776834965,18.7776834965,tpu,image
297,18.7776834965,18.7776834965,tpu,image
298,18.7776834965,18.7877483368,tpu,image
299,18.7877483368,18.7877483368,tpu,image
300,18.7877483368,18.7933397293,tpu,image
301,18.7953593731,18.7993893623,tpu,image
302,18.7993893623,18.8035507202,tpu,image
303,18.8035507202,18.8055644035,tpu,image
304,18.8055644035,18.8091289997,tpu,image
305,18.8091289997,18.8091289997,tpu,image
306,18.8091289997,18.8091289997,tpu,image
307,18.8091289997,18.8091289997,tpu,image
308,18.8091289997,18.8091289997,tpu,image
309,18.8091289997,18.8250081539,tpu,image
310,18.8250081539,18.8250081539,tpu,image
311,18.8250081539,18.8250081539,tpu,image
312,18.8250081539,18.8250081539,tpu,image
313,18.8250081539,18.8250081539,tpu,image
314,18.8250081539,18.8410687447,tpu,image
315,18.8433043957,18.8453133106,tpu,image
316,18.8453133106,18.8473210335,tpu,image
317,18.8493299484,18.8513364792,tpu,image
318,18.8513364792,18.8553695679,tpu,image
319,18.8553695679,18.858435154,tpu,image
320,18.858435154,18.858435154,tpu,image
321,18.858435154,18.858435154,tpu,image
322,18.858435154,18.858435154,tpu,image
323,18.858435154,18.858435154,tpu,image
324,18.8728160858,18.8728160858,tpu,image
325,18.8728160858,18.8728160858,tpu,image
326,18.8728160858,18.8728160858,tpu,image
327,18.8728160858,18.8728160858,tpu,image
328,18.8728160858,18.8885874748,tpu,image
329,18.8905081749,18.8925232887,tpu,image
330,18.8945345879,18.8965468407,tpu,image
331,18.8965468407,18.8985571861,tpu,image
332,18.9005661011,18.9025738239,tpu,image
333,18.9043262005,18.9063363075,tpu,image
334,18.9063363075,18.9083454609,tpu,image
335,18.910353899,18.9123620987,tpu,image
336,18.9143741131,18.9163825512,tpu,image
337,18.9163825512,18.9183905125,tpu,image
338,18.9201412201,18.9221498966,tpu,image
339,18.9241611958,18.9261701107,tpu,image
340,18.9261701107,18.9281790257,tpu,image
341,18.930188179,18.9321963787,tpu,image
342,18.9321963787,18.9359600544,tpu,image
343,18.9359600544,18.9404230118,tpu,image
344,18.9404230118,18.9424331188,tpu,image
345,18.9444432259,18.9464521408,tpu,image
346,18.9464521408,18.9484603405,tpu,image
347,18.950469017,18.9519767761,tpu,image
